abstract,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,most_probable_topic
"intercropping has been an important practice for improving field production and its various aspects have been thoroughly investigated. however, only few studies have explored it from the perspective of organic nitrogen (n) uptake, especially under the rapid development of organic and no-tillage farming worldwide. in this study, two cereals (triticum aestivum and zea mays) and two legumes (glycine max and pisum sativum ) were mono- and intercropped using microcosm experiments in a greenhouse, with a total of 10 combinations. the uptake pattern of in situ 15n-labelled glycine by plants in each combination was investigated. the total biomass of wheat increased 1.6 times when intercropped with soybean, compared to its monoculture, but not at the expense of reduced soybean growth. root:shoot ratios of maize increased 1.3 times when intercropped with pea compared with its monoculture. intercropping with soybean decreased the uptake rates of 15n-labelled glycine by wheat compared to its monoculture. although intercropping with other species increased the root:shoot in maize, it did not increase the glycine-derived 15n uptake rates. we conclude that interactions between agricultural plants are species-specific and can alter the uptake of n-derived from organic forms. these findings indicate that wheat-soybean intercropping can be a good choice for organic and no-tillage farming to improve production with the potential to reduce the application of synthetic n fertilizers.",0.002020597,0.0020204983,0.0020205048,0.0020204247,0.0020204778,0.0020204084,0.9797952,0.0020204084,0.0020205264,0.0020203867,0.0020205819,Winter wheat and spring pea intercropping
"crop rotations in western europe contain crops that seem not suitable for reduced tillage (rt) agriculture because they often include beets and potatoes, resulting in a high disturbance of the soil at the formation of the ridges and at harvest. therefore, the short- and long-term effects of rton the stratiﬁcation and stock of total nitrogen (tn) in the 0–40 cm depth layer and the nitrogen (n) mineralization in the upper 15 cm...keywords: reduced tillage; total nitrogen; nitrogen mineralization; incubation; undisturbed soil; microbial biomass nitrogen",0.30430147,0.0069937343,0.0069943224,0.53161275,0.108134285,0.006993761,0.0069938153,0.0069940393,0.0069938404,0.0069937073,0.006994263,Crop modeling and fertilizer management
"predictive tools are needed to better match n release from manurewith crop demand. growing degree days (gdd) have been success-fully used to predict n release from crop residues and other amend-ments. a 112-d incubation experiment was conducted at 10,17, and24°c to evaluate gdd (0°c base temperature) predictions of n trans-formations from beef (bos taunts), dairy, poultry (callus gallus),and swine (sus scrofa) manure. manure was incorporated at ratesestimated to provide 150 kg n ha  (or 75 mg n kg1 soil). soilnoj and nh4 concentrations were determined at weekly or biweeklyintervals. the rate of no3 accumulation increased with increasingtemperature, and could be predicted across temperature regimes usinggdd. this predictive ability could be generalized across dairy, poul-try, and swine manures using an exponential equation, no3 =54.10[1 - exp(-0.006gdd)], while n was immobilized by incorpora-tion of beef manure. the disappearance of nh4 was a linear functionof time and of gdd. a single predictive equation was sufficient fordairy, poultry, and swine manures, in the form nh4 (as percentageof input) = 0.703 - 0.0021gdd (r2 = 0.66), with soil nh4 reachingzero at =350 gdd. these laboratory data indicate that gdd can beused for predicting no,, accumulation and nh4 disappearance froma range of livestock manures. if successfully extended to the field,this predictive capability may allow for improved management of nfrom animal manures.",0.00293288,0.345176,0.0029330638,0.082670175,0.28980675,0.0029330668,0.0029332645,0.0029329157,0.0029329234,0.26181588,0.0029330717,Organic manure and crop research
"net mineralization of n in 39 widely differing soils was determined over a 30-week period at 35c, using incubation intervals of 2, 2, 4, 4, 4, 6, and 8 weeks. mineral n was leached from the soils before the first incubation and following each of seven incubations by means of 0.01m cacl2 and a minus-n nutrient solution. soil water contents were adjusted by applying suction (60 cm hg), and losses of water during incubation under aerobic conditions were negligible. with most soils, cumulative net n mineralized was linearly related to the square root of time, f&. the ph of soils changed very little in the course of 30 weeks incubation. because of the generally consistent results, the data were employed in calculating the n mineralization potential, n0, of each soil, based on the hypothesis that rate of n mineralization was proportional to the quantity of n comprising the mineralizable sub- strate. values of n0 ranged from about 20 to over 300 ppm of air-dry soil. the fraction of total n comprising n0 varied widely (5 to 40% ) among soils. mineralization rate constants did not differ significantly among most of the soils. the most reliable estimate of the rate constant, fc was .054 ± .009 week1. the time required to mineralize one-half of n0, f^, was estimated to be 12.8 ± 2.2 weeks. results suggest that the forms of organic n contributing to n0 were similar for most of the soils. additional index words: nitrogen transformations, mineral- izable nitrogen, first-order reaction.""",0.043152526,0.0027551055,0.00275538,0.0027550198,0.93205106,0.0027550526,0.0027550436,0.002755259,0.0027552817,0.002755226,0.002755034,Organic matter mineralization and estimation models
"the decomposition and the associated nitrogen (n) dynamics of organic n sources are affected by their contact with soil. this study investigated the inﬂuence of chicken manure and cattle manure placement on soil n mineralization. results showed that manure treatments released more mineral n compared to the control soil, with surface-applied chicken manure and incorporated cattle manure resulting in the highest releases. incorporation of cattle manure caused greater immobilization compared to surface application. keywords: cattle manure, chicken manure, incorporation, n mineralization, surface application",0.0043294304,0.7202281,0.00432986,0.0043293773,0.004329401,0.0043303897,0.0043294043,0.004329492,0.2408058,0.0043295277,0.0043292074,Organic manure and crop research
soil fauna plays an essential role in agricultural productivity as it mediates nutrient cycling and soil organic matter dynamics ... our findings suggest that the adoption of less intense farming practices such as organic fertilization combined with site-specific n fertilization regimes is a suitable strategy for protecting and enhancing functional communities of soil fauna.,0.19656827,0.74888045,0.0060616247,0.006061324,0.0060613886,0.0060610822,0.006061278,0.006061119,0.0060613444,0.006060859,0.006061285,Organic manure and crop research
"long term incubation studies to determine the nitrogen (n) mineralization rates and kinetics in soils freshly amended with some commonly used green manures such as seshania rostrata, gliricidia maculaia, leiicaenu leu-coccphala and azoua pinnata are scarce. green manures must undergo decomposition before their nitrogen (n) becomes available to the crop. we, therefore, conducted a long term aerobic incubation study with the primary objective of determining the n-mineralization rates in soils freshly amended with green manures like sesbania, gliricidia, leucaena, and azolla. a secondary objective was to investigate the relationship between various n-mineralization parameters and chemical composition of the green manures incorporated into the soil.",0.0043299785,0.87121713,0.004329433,0.0043294313,0.089817315,0.004329345,0.004329159,0.004329496,0.0043293335,0.0043301354,0.004329296,Organic manure and crop research
"to manage nitrogen (n) efficiently, organic growers must be able to predict the amount and timing of plant-available n from organic amendments. in this study, we measured n mineralization from a variety of organic amendments, including composted animal manures and plant material, pelleted and granular organic fertilizer formulations, slaughter waste products, and hydrolyzed liquid fertilizers. in a laboratory incubation, we measured net n mineralization from materials mixed with either organically or conventionally managed soil at 23◦c and 60% water holding capacity after 0, 7, 21, 42, and 84 d. we found that net mineral n change in the amended soils after 84 d of incubation fell into four categories: immobilization to 5% of applied n for yard trimmings composts, 15–30% for poultry manure composts, 35–55% for granular fertilizers, and 60–90% for quick release products. however, across all amendments the amount of plant-available n after 84 d of incubation was well correlated with the carbon (c)/n ratio (r2=0.92). within amendment types, the c/n ratio predicted n mineralization for yard trimmings composts ( r2=0.91), manure composts (r2=0.81), and specialty fertilizer and slaughter products ( r2=0.88) but not liquid products ( r2=0.11). soil management history did not consistently affect net n mineralization but may have influenced timing.",0.2773845,0.002331431,0.6349049,0.0023313055,0.0023313807,0.0023312152,0.06906,0.0023311586,0.0023314024,0.0023314161,0.0023312373,Organic fertilizers and plant ecosystem
"the objective of this study was to quantify c and n mineralization rates from a range of organic amendments that differed in their total c and n contents and c quality, to gain a better understanding oftheir influence on the soil n cycle. a pelletized poultry manure (pp), two green waste–based composts (gwca, gwcb), a straw-based compost (sbc), and a vermi-cast (ver) were incubated in a coarse-textured soil at 15 /c176c for 142 d. the c quality of each amendment was determined by chemical analysis and by13c nuclear magneticresonance (nmr). carbon dioxide (co2–c) evolution was deter-mined using alkali traps. gross n mineralization rates were calculatedby15n isotopic pool dilution. the co 2–c evolution rates and grossn mineralization rates were generally higher in amended soils thanin the control soil. with the exception of gwcb all amendmentsreleased inorganic n at concentrations that would be high enough towarrant a reduction in inorganic n fertilizer application rates. theamount of n released from pp was high indicating that applicationrates should be reduced, or alternative amendments used, to minimizeleaching losses in regions where ground water quality is of concern.there was a highly significant relationship between co2–c evolutionand gross n mineralization ( r250.95). some of the chemically deter-mined c quality parameters had significant relationships (p ,0.05)with both the cumulative amounts of c and n evolved. however, wefound no significant relationships between13c nmr spectral group-ings, or their ratios, and either the co2–c evolved or gross n mineral-ized from the amendments.",0.07250758,0.0024574548,0.0024572609,0.0024571563,0.0024573936,0.0024571728,0.002457155,0.0024571589,0.0024573042,0.90537715,0.0024572017,Gross fertilizer rates and species-specific growth
"decomposition rates of above- and underground biomass and the dynamics of the remaining phosphorus (p) and potassium (k) were studied in trials at the estonian university of life sciences (58 8230n, 268440e) in nordic conditions. the research focused on the decomposition of roots and leaves/shoots of green manure plants. keywords: decomposition; green manure; phosphorus; potassium",0.12685978,0.77086097,0.011364352,0.011364234,0.011363902,0.011363879,0.011363988,0.011365858,0.011364097,0.011363929,0.011365024,Organic manure and crop research
"intercropping aims to exploit complementary and facilitative interactions between species to improve capture and efficiency in the use of resources, and yield and profit per unit land and time. this review uses the ecological theory of intercropping to investigate the agronomic benefits and drawbacks of legume-oilseed intercropping and its place in mechanised broadacre agriculture. complementary, competitive and facilitative interactions between species are analysed with a focus on nutrients and water in a range of legume oilseed pairings including pea-canola, soybean-sunflower, and chickpea-flax. of the 41 studies investigated, 35 report yield, nutrient-use efficiency, or economic benefits of legume-oilseed intercropping. legume-oilseed intercrops appear to negate many of the agronomic and technical issues associated with the more traditional cereal-legume pairings, and offer novel benefits such as the break-crop advantage to cereal dominant systems, and allelopathic pest repellence. while many of the traditional constraints to manage intercrops in broadacre mechanised systems appear to be tractable, this review also identifies priorities for further research and development of legume-oilseed intercrops. we conclude that legume-oilseed species pairings may have potential as commercially viable, large scale intercrops, as an effective means to improve productivity in broadacre mechanised agricultural systems.",0.003636762,0.8493327,0.0036370456,0.0036372687,0.0036369958,0.0036368074,0.11793491,0.0036367353,0.0036366929,0.0036367946,0.0036373038,Organic manure and crop research
"a reliable method to predict n mineralization from soil organic matter (som) has proved difficult across a wide range of soils. previous prediction models used discrete pool(s) of som that simultaneously decompose and mineralize organic n according to zero- or first-order kinetics, with each pool characterized for size and n mineralization rate. we propose a different approach: two n pools based on total n that decompose and mineralize organic n in sequence according to first-order kinetics. data sets from four long-term studies were used to evaluate the sequential model. the 108 soils represented differing soil depths, tillage practices, organic amendments, and cropping systems.",0.0036370293,0.18245398,0.16640735,0.07748885,0.5481927,0.00363653,0.0036367457,0.0036369388,0.003636631,0.0036365842,0.0036367308,Organic matter mineralization and estimation models
"due to legume-based systems improving several aspects of soil fertility, the diversification of agrosystems using legumes in crop succession is gaining increasing interest. the benefits of legumes aroused the interest of farmers in the association of the economic and environmental interest group (eeig), who introduced the idea of using the winter pea instead of rapeseed in their crop succession. the aim of this study is to evaluate the effects of the winter pea compared to those of rapeseed, as a head crop of the rotation, on soil microbial communities, enzyme activities, nitrogen (n) balance and yields. ...",0.005051434,0.005051963,0.0050511565,0.0050509525,0.0050507467,0.005050947,0.005051188,0.9494885,0.005050844,0.005051196,0.0050510853,Legume root dynamics in crop residue management
"rice–wheat (rw) cropping systems are integral to global food security. despite being practiced for decades, chinese rw cropping systems often suffer from low productivity and poor nitrogen use efﬁciency (nue), reﬂecting management approaches that are not well-contextualized to region and season. here, we develop the best management guides for n fertilizer in rw systems that are designed to help raise the productivity, nue, and environmental sustainability of winter wheat over the long term.",0.0050509432,0.005051384,0.21590075,0.47692913,0.005051198,0.11281169,0.07086555,0.005051118,0.005051345,0.005051254,0.09318566,Crop modeling and fertilizer management
"organic growers use a wide range of organic fertilizers and materials to supply\nnutrients and meet plant demand of n. these products range from commercially\nprocessed animal and plant byproducts to composts and poultry litters. to better\nsynchronize n release with plant demand, we investigated the rate and pool of poten-\ntially mineralizable n from 22 commercial, organic fertilizers; 15 poultry litters; and\n11 composts. fertilizers and organic materials were mixed with soil and inorganic n\nwas measured over 99 days under optimal conditions (50% estimated water holding\ncapacity and 30◦c). net n mineralized from the organic fertilizer or material was\ndetermined and fit to first-order kinetics to determine the rate of mineralization ( k)\nand the pool of mineralizable nitrogen (n0). net n mineralized ranged from 25–93%,\n10–55%, and 1–5% of the organic n applied for the fertilizers, poultry litters, and\ncomposts that mineralized, respectively. the pool of mineralizable n was accurately\npredicted from the initial total n of the materials, but no characteristics predicted the\nrate constant, k. using a grouped approach based on product type and the percentage\nof n mineralized to determine k, we were able to predict net mineralized for fertilizers\n(r2=0.84) and poultry litters ( r2=0.62).",0.20064855,0.0018940909,0.31182897,0.0018940903,0.2962184,0.0018941008,0.001894089,0.0018941943,0.0018941353,0.17804523,0.0018941753,Organic fertilizers and plant ecosystem
this article evaluates the effect of partial replacement of mineral nitrogen (n) fertilizer with rapeseed residue green manure on soil properties and rice productivity in a rice–rapeseed double-cropping system. the results show that rapeseed residues applied as green manure can serve as alternative n sources in sustainable rice–rapeseed double-cropping systems. the article also highlights the need for environmentally friendly soil amendments as alternatives to mineral fertilizers.,0.0056822593,0.32266346,0.34389225,0.0056825327,0.0056821546,0.0056829266,0.0056822123,0.0056826365,0.287985,0.0056821913,0.0056824144,Organic fertilizers and plant ecosystem
"north dakota producers have adopted conservation tillage practices to conserve soil moisture and reduce wind and water erosion. as a result, an accumulation of crop residue has been observed but current recommendations encourage a fertilizer n credit in fields under no-till for more than 6 yr. producers are concerned that post-harvest crop residues are not contributing to n needs of subsequent crops during the growing season. this study was established to assess n mineralization from common crop residue in conventional tillage systems using long-term incubation studies in order to establish a baseline for future studies on no-till systems. three commonly cultivated north dakota soil series were selected for study with seven residue treatments (varying c/n ratios) including corn ( zea mays l.), soybean [ glycine max (l.) merr.], flax ( linum usitatissimum l.), forage radish ( raphanus sativus l.), winter pea ( pisum sativum l.), spring and winter wheat ( triticum aestivum l.), and a soil-only control. biweekly leachings were collected for nine incubation periods and analyzed for nitrate-nitrogen (no3–n). soils with higher organic matter (om) resulted in increased soil n mineralization (fargo [1.63 mg kg–1n]>forman [0.65 mg kg–1 n]>heimdal–emrick [0.38 mg kg–1n]). radish and pea residues (narrow c/n ratios) were the only treatments showing n mineralization potential compared with the soil only controls. however, post-harvest residues with wide c/n ratios ( >25:1) promote n immobilization when compared with mineralization by the soil alone. these findings raise the question of whether the n credits for >6 yr of no-till management are appropriate in the northern great plains.",0.0018184222,0.0018184381,0.0018184993,0.38213843,0.0018184787,0.058194507,0.42348835,0.123449676,0.0018184888,0.001818344,0.0018183682,Winter wheat and spring pea intercropping
"we conducted a four-week laboratory incubation of soil from a themeda triandra forsskal grassland to clarify mechanisms of nitrogen (n) cycling processes in relation to carbon (c) and n availability in a hot, semiarid environment...",0.44060084,0.012988678,0.01298932,0.012988214,0.012988733,0.0129884025,0.012987301,0.012987628,0.012988061,0.012987316,0.4425055,Net mineralizable nitrogen in laboratory and field studies
"under perennial grasslands, nitrogen contained in organic matter becomes available at varying rates via mineralization throughout the growing season. long-term aerobic laboratory incubation methods have been used successfully to estimate potential n mineralization under various cropping conditions. in this research, soil samples from two long-term perennial grassland sites were taken before and after n fertilizer application to estimate n mineralization potential. the results confirmed the high n-supplying capacity of soil under long-term perennial grasslands.",0.0047854595,0.004785203,0.0047854353,0.48017722,0.25731763,0.0047850814,0.0047849403,0.0047850623,0.004785351,0.00478526,0.22422329,Crop modeling and fertilizer management
"in the pampas, nitrogen fertilization rates are low and soil organic matter impacts crop yield. ... using mineralized n as predictor would be a valuable tool for rating soil productivity.",0.49057433,0.010102406,0.010101948,0.0101032285,0.010101862,0.010101826,0.17178759,0.010102521,0.010102414,0.25681978,0.010102063,Microbial activity and organic carbon in soil
"prediction of nitrogen mineralization from soil organic matter is important when we try to optimize nitrogen fertilization and assess adverse nitrogen impacts on the environment. thus, four non-fertilized soils were selected in northern tunisia to investigate, throughout a field and laboratory approach, the influence of soil properties on nitrogen mineralization and to classify them according to their potentially mineralizable nitrogen and kinetics...",0.24642532,0.6853839,0.0075764484,0.0075769587,0.0075773066,0.0075767725,0.0075771753,0.007576426,0.007576302,0.0075763427,0.0075769937,Organic manure and crop research
"the nitrogen (n) released after a 7-d anaerobic incubation (nan) is a good estimator of the size of the soil n mineralizable pool. however, there is a lack of information on how soil properties and climate affect the apparent field n mineralization (nmin) of this pool. the objective of our study was to develop and validate a simple model to estimate nmin from nan in corn (zea mays l.) and wheat (triticum aestivum l.) fields. to this end, we performed 100 field experiments where we measured nmin, nan, rainfall, temperature (tc), soil texture, ph, soil organic matter (som), and pre-sowing mineral n concentra-tion (ninitial). we performed a stepwise analysis to develop a model to predict nmin using data from 70 sites, while the rest of the data was saved for model validation. the nan ranged from 16 to 94 mg kg–1 while nmin ranged from 22 to 232 kg ha–1. there was a strong association between nan and nmin within regions with similar climate and edaphic properties. however, we could not fit a single significant model to estimate nmin based solely on nan to be used in all regions. by considering other variables besides nan, we developed a model that allowed predicting nmin independently from the site [nmin = –252 + 12.3(tc) + 1.37(nan) + 0.27(rainfall)] (r2 = 0.89, model validation r2 = 0.83). this mod-el could be useful to adjust n fertilizer recommendations for corn and wheat, reducing the economic and environmental impact of fertilization.",0.0016836979,0.0016838451,0.0016838204,0.0016838211,0.49085188,0.0016837782,0.06882564,0.0016837245,0.0016837537,0.001683781,0.4268523,Organic matter mineralization and estimation models
"living roots and their rhizodeposits affect microbial activity and soil carbon (c) and nitrogen (n) mineralization. this so-called rhizosphere priming effect (rpe) has been increasingly recognized recently. however, the magnitude of the rpe and its driving mechanisms remain elusive. here we investigated the rpe of two plant species (soybean and sun ﬂower) grown in two soil types (a farm or a prairie soil) and sampled at two phenological stages (vegetative and mature stages) over an 88-day period in a greenhouse experiment. we measured soil c mineralization using a continuous 13c-labeling method, and quantiﬁed gross n mineralization with a 15n-pool dilution technique. we found that living roots signiﬁcantly enhanced soil c mineralization, by 27 e 245%. this positive rpe on soil c mineralization did not vary between the two soils or the two phenological stages, but was signiﬁcantly greater in sun ﬂower compared to soybean. the magnitude of the rpe was positively correlated with rhizosphere respiration rate across all treatments, suggesting the variation of rpe among treatments was likely caused by variations in root activity and rhizodeposit quantity. moreover, living roots stimulated gross n mineralization rate by 36 e 62% in ﬁve treatments, while they had no signiﬁcant impact in the other three treatments. we also quantiﬁed soil microbial biomass and extracellular enzyme activity when plants were at the vegetative stage. generally, living roots increased microbial biomass carbon by 0 e 28%, b-glucosidase activity by 19 e 56%, and oxidative enzyme activity by 0 e 46%. these results are consistent with the positive rhizosphere effect on soil c (45 e 79%) and n (10 e 52%) mineralization measured at the same period. we also found signiﬁcant positive relationships between b-glucosidase activity and soil c mineralization rates and between oxidative enzyme activity and gross n minerali-zation rates across treatments. these relationships provide clear evidence for the microbial activation hypothesis of rpe. our results demonstrate that root esoilemicrobial interactions can stimulate soil c and n mineralization through rhizosphere effects. the relationships between the rpe and rhizosphere respiration rate and soil enzyme activity can be used for explicit representations of rpe in soil organic matter models.",0.66722363,0.0019344294,0.0019343891,0.0019343928,0.0019343736,0.0019344089,0.0019343802,0.0019344575,0.20978776,0.10751334,0.0019344157,Microbial activity and organic carbon in soil
"improving nitrogen (n) fertilizer-use efficiency (nfue) in temperate grassland soils is important for agronomic and environmental sustainability. nitrogen supplied from soil n reserves through n mineralization processes need to be accounted for when prescribing additional n fertilizer applications. therefore a rapid and reliable soil n testing procedure for predicting mineralizable n (mn) needs to be identified for temperate grassland soils. in this study, the mn across 35 mineral grassland soils (depth 0–10 cm) from ireland, with varying physiochemical properties, was investigated using a 7-d anaerobic incubation (ai-7) as a reference method. the soil n pools measured using seven relatively rapid chemical n indices were also examined and compared with the ai-7 values. the illinois soil n test (isnt), total n (tn), and total c (tc) correlated strongly with mn, (r > 0.81) across these 35 soils. there was no distinct improvement when soils were grouped according to soil textural class. although tn and tc displayed strong relationships with mn, these n indices may be less sensitive to short-term changes due to soil management practices and climates and consequently may be less suitable as an indicator. the isnt was the best predicator of mn, explaining 69% of the variability in mn, suggesting that it was measuring a similar labile soil organic n pool to that released by ai-7. the isnt shows potential to replace ai-7 as a more rapid and reliable soil n test for routine analysis across temperate soil types, however, further field based studies are required.",0.0023312608,0.29730502,0.0023313514,0.00233142,0.26252124,0.0023312971,0.07773279,0.002331238,0.002331223,0.0023312625,0.3461219,Net mineralizable nitrogen in laboratory and field studies
"the rate and timing of manure application when used as nitrogen (n) fertilizer depend on n-releasing capacity (mineralization) of manures. a soil incubation study was undertaken to establish relative potential rates of mineralization of three organic manures to estimate the value of manure as n fertilizer. surface soil samples of 0–15 cm were collected and amended with cattle manure (cm), sheep manure (sm), and poultry manure (pm) at a rate equivalent to 200 mg n kg 21 soil....",0.00395294,0.49869755,0.003952962,0.0039529703,0.0039531756,0.0039527537,0.0039527663,0.0039527556,0.0039531663,0.46572608,0.003952862,Organic manure and crop research
"this thesis investigated the effects of a legume cover crop on sweet corn growth and production, nitrogen cycling, and weed dynamics in a three-year crop rotation with peas and sweet corn. the experiments were conducted in two field sites with different soil types in south-western ontario. the pea crop was grown in the first year followed by winter cover crops of either hairy vetch or cereal rye. the cover crops were then followed by sweet corn in the second year and the rotation was either closed or open, depending on whether or not a winter cover crop was grown in the third year.",0.0036364996,0.003636667,0.0036365709,0.54557884,0.0036365227,0.003636919,0.0036368803,0.42169103,0.00363661,0.0036368582,0.003636635,Crop modeling and fertilizer management
"understanding cover crop influences on navailability is important for developing n management strategies in conservation tillage systems. two covercrops, cereal rye ( secale cereale l.) and crimson clover (trifolium incarnatum l.), were evaluated for effects on n availability to cotton ( gossypium hirsutum l.) in a typic kanhapludult soil at watkinsville, ga. seed cotton yields following clover and rye were 882 kg ha−1and 1,205 kg ha−1, respectively, in 1997 and were1,561 kg ha−1and 2,352 kg ha−1, respectively, in 1998...",0.00699395,0.35107052,0.0069943834,0.29547742,0.00699359,0.0069938637,0.0069940775,0.2974988,0.0069941957,0.006995284,0.006993894,Organic manure and crop research
"decomposition and mineralization of cover crop roots needs to be\nunderstood to determine if n taken up by cover crops is mineralized\nduring main crop growth. two experiments were conducted in a con-\ntrolled environment to measure decomposition of oat (avena saliva\nl. ogle) and rye (secale cereale l. rymin) root residues and to\nexamine its effect on soil n mineralization. in the first, oat and rye\nroots were mixed with soil and in the second, roots were grown in\nsitu. at 7, 14, 28, 56, 84, and 112 d after the start of decomposition,\ndenitrification, soil nor, and soil nhj were measured to determine\nnet mineralized n. soil respiration and c and n contained in roots\nand coarse soil organic matter were measured to determine decompo-\nsition. all treatments in both experiments showed an increase in net\nmineralized n during the first 56 d. after 56 d, net mineralized n in\nthe control remained relatively constant, whereas mineral n continued\nto accumulate in the treatments with root residues. net n mineraliza-\ntion of the rye and oat root treatments did not differ. roots mixed\nwith soil had high respiration rates during the first 3 d and there were\nno differences between oat and rye root treatments. in the roots in\nsitu experiment, however, respiration peaked for oat roots at day 12\nand for rye roots at day 33. the oat treatment also had less c and\nn remaining in roots and coarse organic matter throughout the experi-\nment. even though oat roots decomposed faster than the rye roots,\nwe predict that <55% of the n contained in the roots of a spring-\nkilled oat or rye cover crop will become available to the following crop.",0.0021145137,0.0021143435,0.002114455,0.002114355,0.0021143819,0.0021143227,0.0021143705,0.978856,0.0021144433,0.0021143924,0.002114408,Legume root dynamics in crop residue management
"soil net nitrogen mineralization rate (nmin), which is critical for soil nitrogen availability and plant growth, is thought to be primarily controlled by climate and soil physical and/or chemical properties. however, the role of microbes on regulating soil nmin has not been evaluated on the global scale. by compiling 1565 observational data points of potential net nmin from 198 published studies across terrestrial ecosystems, we found that nmin significantly increased with soil microbial biomass, total nitrogen, and mean annual precipitation, but decreased with soil ph. the variation of nmin was ascribed predominantly to soil microbial biomass on global and biome scales. mean annual precipitation, soil ph, and total soil nitrogen significantly influenced nmin through soil microbes. the structural equation models (sem) showed that soil substrates were the main factors controlling nmin when microbial biomass was excluded. microbe became the primary driver when it was included in sem analysis. sem with soil microbial biomass improved the nmin prediction by 19% in comparison with that devoid of soil microbial biomass. the changes in nmin contributed the most to global soil nh4+‐n variations in contrast to climate and soil properties. this study reveals the complex interactions of climate, soil properties, and microbes on nmin and highlights the importance of soil microbial biomass in determining nmin and nitrogen availability across the globe. the findings necessitate accurate representation of microbes in earth system models to better predict nitrogen cycle under global change.",0.0016530833,0.0016529794,0.0016530809,0.0016530036,0.0016530002,0.0016530101,0.0016529774,0.0016529761,0.001652979,0.001653028,0.98346984,Net mineralizable nitrogen in laboratory and field studies
"an estimate of soil mineralizable n is needed to determine crop needs for n fertilizer. the objective of this research was to estimate soil net n mineralization in soils maintained in continuous corn (zea mays l.) (cc), corn-soybean [glycine max (l.) merr.] (cs), and corn-soybean-wheat (triticum aestivum l.)/alfaifa (medicago saliva l.)-alfalfa (cswa) rotations that have been managed since 1990 with zero n (on), low n (ln), and high n (hn) fertilization. soil samples were taken from 0- to 20-cm depth in plots planted to corn in 1998. in order to produce more realistic time-series data of net n mineralization, soils were incubated in filtration units in a variable-temperature incubator (vti) that mimicked field soil temperatures under a growing corn canopy. rotation and n fertilization significantly affected net n mineralization in soil samples. cumulative net n mineralized in a 189-d field temperature incubation averaged 133 ± 6 kg ha  in cc, 142 ± 5 kg ha1 in cs, and 189 ± 5 kg ha\1 in cswa. across rotations, average net n mineralized was 166 ± 9 kg ha\1 in on plots, 147 ± 10 kg ha1 in ln plots, and 152 ± 10 kg ha~ in hn plots. inclusion of a legume, particularly alfalfa, in the rotation increased net n mineralized. generally, more net n was mineralized from plots receiving no fertilizer n than from soil with a history of n fertilization. variable-temperature incubation produced realistic time-series data with low sample variability.",0.0021145507,0.0021145262,0.09156585,0.0021146056,0.6552864,0.0021144175,0.13092156,0.107424736,0.0021144971,0.0021144676,0.0021144017,Organic matter mineralization and estimation models
"the aim of this article is to present the issues related to the signiﬁcance of microorganisms in the mineralization of crop residues and the inﬂuence of environmental factors on the rate of this process. crop residues play a very important role in agriculture because they can be used both as an environment-friendly waste management strategy and as a means of improving soil organic matter. the inclusion of crop residues in the soil requires appropriate management strategies that support crop production and protect the quality of surface water and groundwater. crops need nutrients for high yields; however, they can only absorb ionic forms of elements. at this point, the microorganisms that convert organically bound nitrogen, phosphorus, and sulfur into soluble nh 4+, no 3",0.0033674925,0.2731512,0.30238628,0.39752343,0.003367385,0.003367284,0.0033673432,0.003367361,0.0033673658,0.0033675737,0.0033672673,Crop modeling and fertilizer management
"the tropical legume sunn hemp (crotalaria juncea l.) cultivar ‘au golden’ has the potential to provide substantial nitrogen (n) to subsequent crops to reduce recommended application rates of synthetic n fertilizers. a mineralization field trial was conducted to measure mass decomposition and n and carbon (c) amounts remaining from sunn hemp residue following three planting dates (may, june, and july) during the 2013 growing season at the tennessee.",0.0060620033,0.0060613155,0.006061373,0.0060614427,0.006061243,0.006061651,0.0060618,0.47976932,0.14500467,0.3267336,0.006061594,Legume root dynamics in crop residue management
"the conversion of soil nitrogen (n) from its organic into inorganic forms has been the subject of several investigations, but information on n mineralization in saline soil is scanty. the study was therefore carried out to observe trends in n mineralization in saline soils amended with manure and urea. ...",0.012990642,0.012989116,0.012990055,0.012987979,0.0129890805,0.0129875075,0.012988085,0.012988319,0.87011236,0.012988237,0.012988634,Manure application effects on soil fertility
"soil nitrogen mineralisation (n min), the conversion of organic into inorganic n, is important for productivity and nutrient cycling. the balance between mineralisation and immobilisation (net n min) varies with soil properties and climate. however, because most global-scale assessments of net n min are laboratory-based, its regulation under field-conditions and implications for real-world soil functioning remain uncertain. here, we explore the drivers of realised (field) and potential (laboratory) soil net n min across 30 grasslands worldwide. we find that realised n min is largely explained by temperature of the wettest quarter, microbial biomass, clay content and bulk density. potential n min only weakly correlates with realised n min, but contributes to explain realised net n min when combined with soil and climatic variables. we provide novel insights of global realised soil net n min and show that potential soil net n min data available in the literature could be parameterised with soil and climate data to better predict realised n min.",0.0026740564,0.0026739535,0.0026740385,0.0026739044,0.0026740283,0.002673949,0.0026739046,0.0026739857,0.0026739328,0.002673934,0.9732603,Net mineralizable nitrogen in laboratory and field studies
